"pollscore","pct","pollster","answer","end_date","sample_size","transparency_score"
-0.9,49,"Ipsos","Trump","10/7/24",1076,9.5
-0.5,47,"Quinnipiac","Harris","10/7/24",1007,9
-0.5,50,"Quinnipiac","Trump","10/7/24",1007,9
-0.5,0,"Quinnipiac","Stein","10/7/24",1007,9
-0.5,1,"Quinnipiac","Oliver","10/7/24",1007,9
-0.5,1,"Quinnipiac","West","10/7/24",1007,9
-0.5,0,"Quinnipiac","Terry","10/7/24",1007,9
-0.5,47,"Quinnipiac","Harris","10/7/24",1007,9
-0.5,51,"Quinnipiac","Trump","10/7/24",1007,9
-0.5,49,"Quinnipiac","Harris","10/7/24",1412,9
-0.5,46,"Quinnipiac","Trump","10/7/24",1412,9
-0.5,1,"Quinnipiac","Stein","10/7/24",1412,9
-0.5,1,"Quinnipiac","Oliver","10/7/24",1412,9
-0.5,49,"Quinnipiac","Harris","10/7/24",1412,9
-0.5,47,"Quinnipiac","Trump","10/7/24",1412,9
-0.5,46,"Quinnipiac","Harris","10/7/24",1073,9
-0.5,48,"Quinnipiac","Trump","10/7/24",1073,9
-0.5,1,"Quinnipiac","Stein","10/7/24",1073,9
-0.5,1,"Quinnipiac","Oliver","10/7/24",1073,9
-0.5,0,"Quinnipiac","West","10/7/24",1073,9
-0.5,0,"Quinnipiac","Terry","10/7/24",1073,9
-0.5,0,"Quinnipiac","De la Cruz","10/7/24",1073,9
-0.5,47,"Quinnipiac","Harris","10/7/24",1073,9
-0.5,49,"Quinnipiac","Trump","10/7/24",1073,9
-0.9,47,"Marist","Harris","10/7/24",1257,9
-0.9,51,"Marist","Trump","10/7/24",1257,9
-0.9,47,"Marist","Harris","10/7/24",1410,9
-0.9,51,"Marist","Trump","10/7/24",1410,9
-0.9,46,"Marist","Harris","10/7/24",1365,9
-0.9,52,"Marist","Trump","10/7/24",1365,9
-0.9,46,"Marist","Harris","10/7/24",1186,9
-0.9,53,"Marist","Trump","10/7/24",1186,9
-0.9,46,"Marist","Harris","10/7/24",1511,9
-0.9,52,"Marist","Trump","10/7/24",1511,9
-0.9,46,"Marist","Harris","10/7/24",1327,9
-0.9,52,"Marist","Trump","10/7/24",1327,9
-1.2,45,"The Washington Post","Harris","10/7/24",1002,9
-1.2,51,"The Washington Post","Trump","10/7/24",1002,9
-1.2,44,"The Washington Post","Harris","10/7/24",1002,9
-1.2,51,"The Washington Post","Trump","10/7/24",1002,9
-0.4,38,"Noble Predictive Insights","Harris","10/7/24",539,6
-0.4,54,"Noble Predictive Insights","Trump","10/7/24",539,6
-0.4,36,"Noble Predictive Insights","Harris","10/7/24",539,6
-0.4,54,"Noble Predictive Insights","Trump","10/7/24",539,6
-0.4,0,"Noble Predictive Insights","Skousen","10/7/24",539,6
-0.4,2,"Noble Predictive Insights","West","10/7/24",539,6
-0.4,2,"Noble Predictive Insights","Oliver","10/7/24",539,6
-0.4,0,"Noble Predictive Insights","Stein","10/7/24",539,6
-0.4,39,"Noble Predictive Insights","Harris","10/7/24",600,6
-0.4,52,"Noble Predictive Insights","Trump","10/7/24",600,6
-0.4,37,"Noble Predictive Insights","Harris","10/7/24",600,6
-0.4,51,"Noble Predictive Insights","Trump","10/7/24",600,6
-0.4,0,"Noble Predictive Insights","Skousen","10/7/24",600,6
-0.4,2,"Noble Predictive Insights","West","10/7/24",600,6
-0.4,1,"Noble Predictive Insights","Oliver","10/7/24",600,6
-0.4,1,"Noble Predictive Insights","Stein","10/7/24",600,6
0.4,47.72,"Redfield & Wilton Strategies","Harris","10/6/24",1918,9
0.4,45.99,"Redfield & Wilton Strategies","Trump","10/6/24",1918,9
0.4,0.7,"Redfield & Wilton Strategies","Oliver","10/6/24",1918,9
0.4,0.52,"Redfield & Wilton Strategies","Stein","10/6/24",1918,9
-0.5,49,"Research Co.","Harris","10/6/24",1001,6
-0.5,45,"Research Co.","Trump","10/6/24",1001,6
-0.3,51,"Morning Consult","Harris","10/6/24",11353,3
-0.3,46,"Morning Consult","Trump","10/6/24",11353,3
-0.4,48,"Pew","Harris","10/6/24",4025,8
-0.4,47,"Pew","Trump","10/6/24",4025,8
-0.4,2,"Pew","Kennedy","10/6/24",4025,8
-0.4,1,"Pew","Oliver","10/6/24",4025,8
-0.4,1,"Pew","Stein","10/6/24",4025,8
-0.4,0,"Pew","West","10/6/24",4025,8
-0.4,50,"Pew","Harris","10/6/24",4025,8
-0.4,49,"Pew","Trump","10/6/24",4025,8
-1.5,49,"Siena/NYT","Harris","10/6/24",3385,9
-1.5,46,"Siena/NYT","Trump","10/6/24",3385,9
-1.5,47,"Siena/NYT","Harris","10/6/24",3385,9
-1.5,44,"Siena/NYT","Trump","10/6/24",3385,9
-1.5,1,"Siena/NYT","Stein","10/6/24",3385,9
-1.5,1,"Siena/NYT","Oliver","10/6/24",3385,9
-1.5,41,"Siena/NYT","Harris","10/6/24",622,9
-1.5,55,"Siena/NYT","Trump","10/6/24",622,9
-1.5,40,"Siena/NYT","Harris","10/6/24",622,9
-1.5,53,"Siena/NYT","Trump","10/6/24",622,9
-1.5,0,"Siena/NYT","Stein","10/6/24",622,9
-1.5,0,"Siena/NYT","Oliver","10/6/24",622,9
-1.5,41,"Siena/NYT","Harris","10/6/24",622,9
-1.5,54,"Siena/NYT","Trump","10/6/24",622,9
-1.5,40,"Siena/NYT","Harris","10/6/24",622,9
-1.5,53,"Siena/NYT","Trump","10/6/24",622,9
-1.5,0,"Siena/NYT","Stein","10/6/24",622,9
-1.5,1,"Siena/NYT","Oliver","10/6/24",622,9
-0.3,51,"Morning Consult","Harris","10/5/24",10844,3
-0.3,45,"Morning Consult","Trump","10/5/24",10844,3
-1,61.2,"Suffolk","Harris","10/5/24",500,8
-1,32.2,"Suffolk","Trump","10/5/24",500,8
-1,0.8,"Suffolk","Ayyadurai","10/5/24",500,8
-1,0.8,"Suffolk","De la Cruz","10/5/24",500,8
-1,0.2,"Suffolk","Oliver","10/5/24",500,8
-1,1.2,"Suffolk","Stein","10/5/24",500,8
-0.4,49,"TIPP","Harris","10/4/24",997,3
-0.4,46,"TIPP","Trump","10/4/24",997,3
-0.4,48,"TIPP","Harris","10/4/24",997,3
-0.4,45,"TIPP","Trump","10/4/24",997,3
-0.4,2,"TIPP","Kennedy","10/4/24",997,3
-0.4,0,"TIPP","West","10/4/24",997,3
-0.4,0,"TIPP","Stein","10/4/24",997,3
-1.1,46,"YouGov","Harris","10/4/24",1150,9
-1.1,45,"YouGov","Trump","10/4/24",1150,9
-1.1,1,"YouGov","West","10/4/24",1150,9
-1.1,1,"YouGov","Stein","10/4/24",1150,9
-1.1,1,"YouGov","Oliver","10/4/24",1150,9
-1.1,47,"YouGov","Harris","10/4/24",1032,9
-1.1,47,"YouGov","Trump","10/4/24",1032,9
-1.1,1,"YouGov","West","10/4/24",1032,9
-1.1,1,"YouGov","Stein","10/4/24",1032,9
-1.1,1,"YouGov","Oliver","10/4/24",1032,9
-1.1,48,"YouGov","Harris","10/4/24",1151,9
-1.1,46,"YouGov","Trump","10/4/24",1151,9
-1.1,48,"YouGov","Harris","10/4/24",1033,9
-1.1,47,"YouGov","Trump","10/4/24",1033,9
1.7,44.5,"Big Village","Harris","10/4/24",1013,9
1.7,41.5,"Big Village","Trump","10/4/24",1013,9
1.7,48.7,"Big Village","Harris","10/4/24",841,9
1.7,44.6,"Big Village","Trump","10/4/24",841,9
1.7,49.9,"Big Village","Harris","10/4/24",755,9
1.7,46.4,"Big Village","Trump","10/4/24",755,9
-0.3,51,"Morning Consult","Harris","10/4/24",10454,3
-0.3,45,"Morning Consult","Trump","10/4/24",10454,3
-0.4,49,"Noble Predictive Insights","Harris","10/4/24",2290,6
-0.4,46,"Noble Predictive Insights","Trump","10/4/24",2290,6
-0.4,0,"Noble Predictive Insights","Oliver","10/4/24",2290,6
-0.4,1,"Noble Predictive Insights","Stein","10/4/24",2290,6
-0.4,49,"Noble Predictive Insights","Harris","10/4/24",2290,6
-0.4,47,"Noble Predictive Insights","Trump","10/4/24",2290,6
-0.4,47,"Noble Predictive Insights","Harris","10/4/24",2560,6
-0.4,46,"Noble Predictive Insights","Trump","10/4/24",2560,6
-0.4,47,"Noble Predictive Insights","Harris","10/4/24",2560,6
-0.4,45,"Noble Predictive Insights","Trump","10/4/24",2560,6
-0.4,1,"Noble Predictive Insights","Oliver","10/4/24",2560,6
-0.4,1,"Noble Predictive Insights","Stein","10/4/24",2560,6
-0.2,46.8,"Glengariff Group Inc.","Harris","10/4/24",600,1
-0.2,44.2,"Glengariff Group Inc.","Trump","10/4/24",600,1
-0.2,4.7,"Glengariff Group Inc.","Kennedy","10/4/24",600,1
-0.2,1.2,"Glengariff Group Inc.","Stein","10/4/24",600,1
-0.2,1.2,"Glengariff Group Inc.","West","10/4/24",600,1
-0.2,0.8,"Glengariff Group Inc.","Oliver","10/4/24",600,1
-1.1,43,"Mason-Dixon","Harris","10/4/24",625,6
-1.1,49,"Mason-Dixon","Trump","10/4/24",625,6
-1.5,44,"Siena/NYT","Harris","10/4/24",617,9
-1.5,50,"Siena/NYT","Trump","10/4/24",617,9
-1.5,42,"Siena/NYT","Harris","10/4/24",617,9
-1.5,49,"Siena/NYT","Trump","10/4/24",617,9
-1.5,2,"Siena/NYT","Stein","10/4/24",617,9
-1.5,2,"Siena/NYT","Oliver","10/4/24",617,9
-1.5,44,"Siena/NYT","Harris","10/4/24",617,9
-1.5,50,"Siena/NYT","Trump","10/4/24",617,9
-1.5,41,"Siena/NYT","Harris","10/4/24",617,9
-1.5,48,"Siena/NYT","Trump","10/4/24",617,9
-1.5,2,"Siena/NYT","Stein","10/4/24",617,9
-1.5,3,"Siena/NYT","Oliver","10/4/24",617,9
-0.6,52,"Christopher Newport U.","Harris","10/4/24",800,9
-0.6,41,"Christopher Newport U.","Trump","10/4/24",800,9
-1.2,49,"Data for Progress","Harris","10/3/24",1211,10
-1.2,46,"Data for Progress","Trump","10/3/24",1211,10
-1.1,47.2,"Cygnal","Harris","10/3/24",1500,4
-1.1,44.5,"Cygnal","Trump","10/3/24",1500,4
-1.1,2,"Cygnal","Kennedy","10/3/24",1500,4
-1.1,1,"Cygnal","Stein","10/3/24",1500,4
-1.1,1,"Cygnal","West","10/3/24",1500,4
-1.1,1,"Cygnal","Oliver","10/3/24",1500,4
-1.1,50.3,"Cygnal","Harris","10/3/24",1500,4
-1.1,47,"Cygnal","Trump","10/3/24",1500,4
-0.3,50,"Morning Consult","Harris","10/3/24",10775,3
-0.3,45,"Morning Consult","Trump","10/3/24",10775,3
-0.2,38,"Impact Research","Harris","10/3/24",600,1
-0.2,58,"Impact Research","Trump","10/3/24",600,1
-0.4,49,"RMG Research","Harris","10/3/24",2965,5
-0.4,49,"RMG Research","Trump","10/3/24",2965,5
-0.4,49,"RMG Research","Harris","10/3/24",782,5
-0.4,49,"RMG Research","Trump","10/3/24",782,5
-0.5,51,"St. Anselm","Harris","10/2/24",2104,6
-0.5,44,"St. Anselm","Trump","10/2/24",2104,6
-0.5,1,"St. Anselm","Stein","10/2/24",2104,6
-0.5,1,"St. Anselm","Oliver","10/2/24",2104,6
-0.5,0,"St. Anselm","West","10/2/24",2104,6
-0.4,46,"RMG Research","Harris","10/2/24",783,5
-0.4,50,"RMG Research","Trump","10/2/24",783,5
-0.3,50,"Morning Consult","Harris","10/2/24",11085,3
-0.3,45,"Morning Consult","Trump","10/2/24",11085,3
0.4,47,"Redfield & Wilton Strategies","Harris","10/2/24",555,9
0.4,48,"Redfield & Wilton Strategies","Trump","10/2/24",555,9
0.4,1,"Redfield & Wilton Strategies","Oliver","10/2/24",555,9
0.4,1,"Redfield & Wilton Strategies","Stein","10/2/24",555,9
0.4,45,"Redfield & Wilton Strategies","Harris","10/2/24",2946,9
0.4,49,"Redfield & Wilton Strategies","Trump","10/2/24",2946,9
0.4,1,"Redfield & Wilton Strategies","Oliver","10/2/24",2946,9
0.4,1,"Redfield & Wilton Strategies","Stein","10/2/24",2946,9
0.4,47,"Redfield & Wilton Strategies","Harris","10/2/24",3783,9
0.4,47,"Redfield & Wilton Strategies","Trump","10/2/24",3783,9
0.4,1,"Redfield & Wilton Strategies","Oliver","10/2/24",3783,9
0.4,1,"Redfield & Wilton Strategies","Stein","10/2/24",3783,9
0.4,48,"Redfield & Wilton Strategies","Harris","10/2/24",839,9
0.4,46,"Redfield & Wilton Strategies","Trump","10/2/24",839,9
0.4,1,"Redfield & Wilton Strategies","Oliver","10/2/24",839,9
0.4,0,"Redfield & Wilton Strategies","Stein","10/2/24",839,9
0.4,51,"Redfield & Wilton Strategies","Harris","10/2/24",551,9
0.4,43,"Redfield & Wilton Strategies","Trump","10/2/24",551,9
0.4,1,"Redfield & Wilton Strategies","Oliver","10/2/24",551,9
0.4,0,"Redfield & Wilton Strategies","Stein","10/2/24",551,9
0.4,48,"Redfield & Wilton Strategies","Harris","10/2/24",514,9
0.4,47,"Redfield & Wilton Strategies","Trump","10/2/24",514,9
0.4,1,"Redfield & Wilton Strategies","Oliver","10/2/24",514,9
0.4,1,"Redfield & Wilton Strategies","Stein","10/2/24",514,9
0.4,45,"Redfield & Wilton Strategies","Harris","10/2/24",753,9
0.4,47,"Redfield & Wilton Strategies","Trump","10/2/24",753,9
0.4,0,"Redfield & Wilton Strategies","Oliver","10/2/24",753,9
0.4,1,"Redfield & Wilton Strategies","Stein","10/2/24",753,9
0.4,48,"Redfield & Wilton Strategies","Harris","10/2/24",5686,9
0.4,47,"Redfield & Wilton Strategies","Trump","10/2/24",5686,9
0.4,1,"Redfield & Wilton Strategies","Oliver","10/2/24",5686,9
0.4,0,"Redfield & Wilton Strategies","Stein","10/2/24",5686,9
0.4,47,"Redfield & Wilton Strategies","Harris","10/2/24",533,9
0.4,46,"Redfield & Wilton Strategies","Trump","10/2/24",533,9
0.4,1,"Redfield & Wilton Strategies","Oliver","10/2/24",533,9
0.4,0,"Redfield & Wilton Strategies","Stein","10/2/24",533,9
-1.1,46.8,"YouGov/Center for Working Class Politics","Harris","10/2/24",1000,4.5
-1.1,44.7,"YouGov/Center for Working Class Politics","Trump","10/2/24",1000,4.5
0.2,45,"OnMessage Inc.","Harris","10/2/24",500,1
0.2,47,"OnMessage Inc.","Trump","10/2/24",500,1
0.2,44,"OnMessage Inc.","Harris","10/2/24",500,1
0.2,47,"OnMessage Inc.","Trump","10/2/24",500,1
0.2,48,"OnMessage Inc.","Harris","10/2/24",500,1
0.2,46,"OnMessage Inc.","Trump","10/2/24",500,1
0.2,45,"OnMessage Inc.","Harris","10/2/24",500,1
0.2,47,"OnMessage Inc.","Trump","10/2/24",500,1
0.2,46,"OnMessage Inc.","Harris","10/2/24",500,1
0.2,46,"OnMessage Inc.","Trump","10/2/24",500,1
0.2,46,"OnMessage Inc.","Harris","10/2/24",500,1
0.2,47,"OnMessage Inc.","Trump","10/2/24",500,1
-1.1,48,"YouGov","Harris","10/1/24",1463,9
-1.1,45,"YouGov","Trump","10/1/24",1463,9
-1.1,1,"YouGov","Stein","10/1/24",1463,9
-1.1,0,"YouGov","West","10/1/24",1463,9
-1.1,49,"YouGov","Harris","10/1/24",1261,9
-1.1,46,"YouGov","Trump","10/1/24",1261,9
-1.1,1,"YouGov","Stein","10/1/24",1261,9
-1.1,0,"YouGov","West","10/1/24",1261,9
-1.1,50.2,"Emerson","Harris","10/1/24",1000,7
-1.1,48.6,"Emerson","Trump","10/1/24",1000,7
-0.3,50,"Morning Consult","Harris","10/1/24",11274,3
-0.3,46,"Morning Consult","Trump","10/1/24",11274,3
-0.9,50,"Marist","Harris","10/1/24",1294,9
-0.9,48,"Marist","Trump","10/1/24",1294,9
-0.9,50,"Marist","Harris","10/1/24",1514,9
-0.9,47,"Marist","Trump","10/1/24",1514,9
-0.2,57,"UC Berkeley","Harris","10/1/24",3045,9
-0.2,35,"UC Berkeley","Trump","10/1/24",3045,9
-0.2,2,"UC Berkeley","Kennedy","10/1/24",3045,9
-0.2,1,"UC Berkeley","West","10/1/24",3045,9
-0.2,1,"UC Berkeley","Stein","10/1/24",3045,9
-0.2,0,"UC Berkeley","Oliver","10/1/24",3045,9
-0.3,47,"Fabrizio/Impact","Harris","10/1/24",600,2
-0.3,49,"Fabrizio/Impact","Trump","10/1/24",600,2
-0.3,1,"Fabrizio/Impact","Stein","10/1/24",600,2
-0.3,0,"Fabrizio/Impact","Oliver","10/1/24",600,2
-0.3,48,"Fabrizio/Impact","Harris","10/1/24",600,2
-0.3,50,"Fabrizio/Impact","Trump","10/1/24",600,2
-0.3,49,"Susquehanna","Harris","10/1/24",1001,5.5
-0.3,44,"Susquehanna","Trump","10/1/24",1001,5.5
-0.2,48,"Mitchell","Harris","9/30/24",709,7
-0.2,49,"Mitchell","Trump","9/30/24",709,7
-0.2,47,"Mitchell","Harris","9/30/24",709,7
-0.2,47,"Mitchell","Trump","9/30/24",709,7
-0.2,2,"Mitchell","Kennedy","9/30/24",709,7
-0.2,1,"Mitchell","Stein","9/30/24",709,7
-0.2,1,"Mitchell","Oliver","9/30/24",709,7
-0.2,0,"Mitchell","Kishore","9/30/24",709,7
-0.2,0,"Mitchell","Terry","9/30/24",709,7
-0.2,0,"Mitchell","West","9/30/24",709,7
-0.3,47.7,"InsiderAdvantage","Harris","9/30/24",800,5
-0.3,49.1,"InsiderAdvantage","Trump","9/30/24",800,5
-0.3,48.4,"InsiderAdvantage","Harris","9/30/24",800,5
-0.3,49.3,"InsiderAdvantage","Trump","9/30/24",800,5
-0.3,49.3,"InsiderAdvantage","Harris","9/30/24",800,5
-0.3,49.5,"InsiderAdvantage","Trump","9/30/24",800,5
-0.3,48.3,"InsiderAdvantage","Harris","9/30/24",800,5
-0.3,48.1,"InsiderAdvantage","Trump","9/30/24",800,5
0.6,46,"Trafalgar Group","Harris","9/30/24",1079,4
0.6,47.1,"Trafalgar Group","Trump","9/30/24",1079,4
0.6,44.7,"Trafalgar Group","Harris","9/30/24",1086,4
0.6,46.9,"Trafalgar Group","Trump","9/30/24",1086,4
-0.1,32,"WPAi","Harris","9/30/24",500,3
-0.1,59,"WPAi","Trump","9/30/24",500,3
-0.1,1,"WPAi","Oliver","9/30/24",500,3
-0.3,50,"Morning Consult","Harris","9/30/24",11568,3
-0.3,46,"Morning Consult","Trump","9/30/24",11568,3
0.2,47,"OnMessage Inc.","Harris","9/29/24",800,1
0.2,47,"OnMessage Inc.","Trump","9/29/24",800,1
0.4,48,"Redfield & Wilton Strategies","Harris","9/29/24",1616,9
0.4,46,"Redfield & Wilton Strategies","Trump","9/29/24",1616,9
0.4,1,"Redfield & Wilton Strategies","Kennedy","9/29/24",1616,9
0.4,0,"Redfield & Wilton Strategies","Oliver","9/29/24",1616,9
0.4,0,"Redfield & Wilton Strategies","Stein","9/29/24",1616,9
0.6,49,"Patriot Polling","Harris","9/29/24",816,5
0.6,50,"Patriot Polling","Trump","9/29/24",816,5
-0.3,51,"Morning Consult","Harris","9/29/24",11381,3
-0.3,46,"Morning Consult","Trump","9/29/24",11381,3
-0.1,43,"Alaska Survey Research","Harris","9/29/24",1182,7
-0.1,52,"Alaska Survey Research","Trump","9/29/24",1182,7
-0.1,6,"Alaska Survey Research","Kennedy","9/29/24",1182,7
0,51,"Leger","Harris","9/29/24",837,9
0,47,"Leger","Trump","9/29/24",837,9
0,50,"Leger","Harris","9/29/24",888,9
0,48,"Leger","Trump","9/29/24",888,9
0.6,45.3,"Trafalgar Group","Harris","9/29/24",1090,4
0.6,47.5,"Trafalgar Group","Trump","9/29/24",1090,4
-0.3,47.6,"HighGround","Harris","9/29/24",500,4.5
-0.3,45.4,"HighGround","Trump","9/29/24",500,4.5
-1.2,48,"The Washington Post","Harris","9/29/24",1001,9
-1.2,50,"The Washington Post","Trump","9/29/24",1001,9
-1.2,47,"The Washington Post","Harris","9/29/24",1001,9
-1.2,50,"The Washington Post","Trump","9/29/24",1001,9
-0.5,47,"Quinnipiac","Harris","9/29/24",953,9
-0.5,49,"Quinnipiac","Trump","9/29/24",953,9
-0.5,1,"Quinnipiac","Stein","9/29/24",953,9
-0.5,0,"Quinnipiac","Oliver","9/29/24",953,9
-0.5,1,"Quinnipiac","West","9/29/24",953,9
-0.5,0,"Quinnipiac","Terry","9/29/24",953,9
-0.5,48,"Quinnipiac","Harris","9/29/24",953,9
-0.5,49,"Quinnipiac","Trump","9/29/24",953,9
-0.5,44,"Quinnipiac","Harris","9/29/24",942,9
-0.5,50,"Quinnipiac","Trump","9/29/24",942,9
-0.5,0,"Quinnipiac","Stein","9/29/24",942,9
-0.5,1,"Quinnipiac","Oliver","9/29/24",942,9
-0.5,1,"Quinnipiac","West","9/29/24",942,9
-0.5,1,"Quinnipiac","De la Cruz","9/29/24",942,9
-0.5,45,"Quinnipiac","Harris","9/29/24",942,9
-0.5,50,"Quinnipiac","Trump","9/29/24",942,9
-0.5,47,"National Research","Harris","9/29/24",600,1
-0.5,46,"National Research","Trump","9/29/24",600,1
-0.3,42,"Winthrop U.","Harris","9/29/24",1068,8.5
-0.3,51.6,"Winthrop U.","Trump","9/29/24",1068,8.5
-0.4,48,"High Point University","Harris","9/29/24",814,8
-0.4,46,"High Point University","Trump","9/29/24",814,8
-0.4,48,"High Point University","Harris","9/29/24",589,8
-0.4,48,"High Point University","Trump","9/29/24",589,8
-1.1,47.6,"Emerson","Harris","9/28/24",920,7
-1.1,51.7,"Emerson","Trump","9/28/24",920,7
-1.1,49.1,"Emerson","Harris","9/28/24",850,7
-1.1,49.9,"Emerson","Trump","9/28/24",850,7
-1.1,49.3,"Emerson","Harris","9/28/24",1000,7
-1.1,48.8,"Emerson","Trump","9/28/24",1000,7
-1.1,44.6,"Cygnal","Harris","9/28/24",600,4
-1.1,51.3,"Cygnal","Trump","9/28/24",600,4
0,39,"PPP","Harris","9/28/24",612,4
0,54,"PPP","Trump","9/28/24",612,4
-0.3,50,"Morning Consult","Harris","9/28/24",11289,3
-0.3,45,"Morning Consult","Trump","9/28/24",11289,3
-0.3,50,"Morning Consult","Harris","9/27/24",11003,3
-0.3,45,"Morning Consult","Trump","9/27/24",11003,3
-0.4,46,"RMG Research","Harris","9/27/24",779,5
-0.4,53,"RMG Research","Trump","9/27/24",779,5
-0.4,48,"RMG Research","Harris","9/27/24",774,5
-0.4,50,"RMG Research","Trump","9/27/24",774,5
-0.4,47,"RMG Research","Harris","9/27/24",780,5
-0.4,51,"RMG Research","Trump","9/27/24",780,5
-0.4,50,"RMG Research","Harris","9/27/24",789,5
-0.4,47,"RMG Research","Trump","9/27/24",789,5
-1.1,48,"McCourtney Institute/YouGov","Harris","9/27/24",848,6.5
-1.1,45,"McCourtney Institute/YouGov","Trump","9/27/24",848,6.5
0.4,47,"Redfield & Wilton Strategies","Harris","9/26/24",2021,9
0.4,44,"Redfield & Wilton Strategies","Trump","9/26/24",2021,9
0.4,1,"Redfield & Wilton Strategies","Oliver","9/26/24",2021,9
0.4,1,"Redfield & Wilton Strategies","Stein","9/26/24",2021,9
0,45,"PPP","Harris","9/26/24",808,4
0,49,"PPP","Trump","9/26/24",808,4
0,1,"PPP","Stein","9/26/24",808,4
0,0,"PPP","West","9/26/24",808,4
0,46,"PPP","Harris","9/26/24",808,4
0,50,"PPP","Trump","9/26/24",808,4
0,44,"PPP","Harris","9/26/24",759,4
0,49,"PPP","Trump","9/26/24",759,4
0,1,"PPP","Stein","9/26/24",759,4
0,0,"PPP","West","9/26/24",759,4
0,46,"PPP","Harris","9/26/24",759,4
0,51,"PPP","Trump","9/26/24",759,4
-1.5,51,"Siena/NYT","Harris","9/26/24",680,9
-1.5,42,"Siena/NYT","Trump","9/26/24",680,9
-1.5,49,"Siena/NYT","Harris","9/26/24",680,9
-1.5,41,"Siena/NYT","Trump","9/26/24",680,9
-1.5,2,"Siena/NYT","Stein","9/26/24",680,9
-1.5,2,"Siena/NYT","Oliver","9/26/24",680,9
-1.5,52,"Siena/NYT","Harris","9/26/24",680,9
-1.5,43,"Siena/NYT","Trump","9/26/24",680,9
-1.5,51,"Siena/NYT","Harris","9/26/24",680,9
-1.5,42,"Siena/NYT","Trump","9/26/24",680,9
-1.5,2,"Siena/NYT","Stein","9/26/24",680,9
-1.5,1,"Siena/NYT","Oliver","9/26/24",680,9
-0.3,50,"Morning Consult","Harris","9/26/24",11155,3
-0.3,45,"Morning Consult","Trump","9/26/24",11155,3
-1.3,50,"SurveyUSA","Harris","9/26/24",646,8
-1.3,44,"SurveyUSA","Trump","9/26/24",646,8
-0.5,47.1,"East Carolina University","Harris","9/26/24",1005,7
-0.5,49.4,"East Carolina University","Trump","9/26/24",1005,7
-0.5,0.7,"East Carolina University","Oliver","9/26/24",1005,7
-0.5,0.2,"East Carolina University","Stein","9/26/24",1005,7
-0.5,0.1,"East Carolina University","West","9/26/24",1005,7
0.1,40,"Lake Research","Harris","9/26/24",500,1
0.1,50,"Lake Research","Trump","9/26/24",500,1
-1.5,45,"Siena/NYT","Harris","9/26/24",688,9
-1.5,47,"Siena/NYT","Trump","9/26/24",688,9
-1.5,43,"Siena/NYT","Harris","9/26/24",688,9
-1.5,46,"Siena/NYT","Trump","9/26/24",688,9
-1.5,2,"Siena/NYT","Stein","9/26/24",688,9
-1.5,2,"Siena/NYT","Oliver","9/26/24",688,9
-1.5,48,"Siena/NYT","Harris","9/26/24",688,9
-1.5,47,"Siena/NYT","Trump","9/26/24",688,9
-1.5,46,"Siena/NYT","Harris","9/26/24",688,9
-1.5,46,"Siena/NYT","Trump","9/26/24",688,9
-1.5,2,"Siena/NYT","Stein","9/26/24",688,9
-1.5,1,"Siena/NYT","Oliver","9/26/24",688,9
-1.5,45,"Siena/NYT","Harris","9/26/24",687,9
-1.5,49,"Siena/NYT","Trump","9/26/24",687,9
-1.5,44,"Siena/NYT","Harris","9/26/24",687,9
-1.5,47,"Siena/NYT","Trump","9/26/24",687,9
-1.5,2,"Siena/NYT","Stein","9/26/24",687,9
-1.5,2,"Siena/NYT","Oliver","9/26/24",687,9
-1.5,44,"Siena/NYT","Harris","9/26/24",687,9
-1.5,50,"Siena/NYT","Trump","9/26/24",687,9
-1.5,43,"Siena/NYT","Harris","9/26/24",687,9
-1.5,49,"Siena/NYT","Trump","9/26/24",687,9
-1.5,2,"Siena/NYT","Stein","9/26/24",687,9
-1.5,2,"Siena/NYT","Oliver","9/26/24",687,9
-1.5,49,"Siena/NYT","Harris","9/26/24",680,9
-1.5,47,"Siena/NYT","Trump","9/26/24",680,9
-1.5,48,"Siena/NYT","Harris","9/26/24",680,9
-1.5,45,"Siena/NYT","Trump","9/26/24",680,9
-1.5,1,"Siena/NYT","Stein","9/26/24",680,9
-1.5,2,"Siena/NYT","Oliver","9/26/24",680,9
-1.5,49,"Siena/NYT","Harris","9/26/24",680,9
-1.5,47,"Siena/NYT","Trump","9/26/24",680,9
-1.5,48,"Siena/NYT","Harris","9/26/24",680,9
-1.5,46,"Siena/NYT","Trump","9/26/24",680,9
-1.5,1,"Siena/NYT","Stein","9/26/24",680,9
-1.5,2,"Siena/NYT","Oliver","9/26/24",680,9
-1.1,52,"Marquette Law School","Harris","9/26/24",882,10
-1.1,48,"Marquette Law School","Trump","9/26/24",882,10
-1.1,52,"Marquette Law School","Harris","9/26/24",798,10
-1.1,48,"Marquette Law School","Trump","9/26/24",798,10
-1.1,48,"Marquette Law School","Harris","9/26/24",882,10
-1.1,44,"Marquette Law School","Trump","9/26/24",882,10
-1.1,3,"Marquette Law School","Kennedy","9/26/24",882,10
-1.1,1,"Marquette Law School","Oliver","9/26/24",882,10
-1.1,1,"Marquette Law School","Stein","9/26/24",882,10
-1.1,1,"Marquette Law School","Terry","9/26/24",882,10
-1.1,0,"Marquette Law School","West","9/26/24",882,10
-1.1,0,"Marquette Law School","De la Cruz","9/26/24",882,10
